customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias,account_charges_monthly_normalized,cuentas_diarias_normalized
9243-TUYBL,,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998,3.53,0.8711442786069652,0.8716417910447761
9244-ZVAPM,0.0,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,1.52,0.2721393034825871,0.27164179104477615
9248-OJYKK,1.0,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,2.55,0.5791044776119403,0.5791044776119403
9249-FXSCK,1.0,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,3.71,0.9253731343283582,0.9253731343283582
9250-WYPLL,1.0,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,2.52,0.5701492537313433,0.5701492537313433
9251-AWQGT,0.0,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,935.9,0.67,0.017412935323383085,0.017910447761194045
9251-WNSOD,0.0,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,2.5,0.5656716417910447,0.564179104477612
9253-QXKBE,1.0,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,3.15,0.7582089552238807,0.7582089552238805
9253-VIFJQ,0.0,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,2.24,0.4855721393034826,0.48656716417910456
9254-RBFON,1.0,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,3.29,0.799502487562189,0.8
9256-JTBNZ,0.0,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3,246.3,0.68,0.020398009950248763,0.02089552238805972
9257-AZMTZ,0.0,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,0.67,0.01840796019900499,0.017910447761194045
9258-CNWAC,0.0,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,3.79,0.9492537313432836,0.9492537313432836
9259-PACGQ,1.0,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,2.09,0.4417910447761194,0.4417910447761194
9261-WDCAF,0.0,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,1.82,0.36218905472636814,0.3611940298507462
9269-CQOOL,1.0,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,169.45,1.82,0.36268656716417913,0.3611940298507462
9272-LSVYH,0.0,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,2.34,0.5164179104477612,0.5164179104477612
9274-CNFMO,1.0,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,2.5,0.564179104477612,0.564179104477612
9274-UARKJ,0.0,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.2,1130,2.77,0.646268656716418,0.6447761194029851
9277-JOOMO,0.0,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.6,86.35,0.82,0.06318407960199006,0.06268656716417909
9278-VZKCD,0.0,Female,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.1,5647.95,3.64,0.9039800995024875,0.9044776119402985
9279-CJEOJ,0.0,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,3.18,0.7676616915422886,0.7671641791044777
9281-CEDRU,0.0,Female,0,Yes,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,4326.25,2.14,0.45621890547263677,0.4567164179104478
9281-OFDMF,0.0,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,3.02,0.7208955223880598,0.7194029850746269
9281-PKKZE,0.0,Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,1.46,0.2557213930348259,0.2537313432835821
9282-IZGQK,1.0,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85,2.83,0.664179104477612,0.6626865671641792
9283-LZQOH,1.0,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,2.48,0.5587064676616916,0.5582089552238806
9286-BHDQG,0.0,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,1.51,0.26865671641791045,0.26865671641791045
9286-DOJGF,1.0,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,2.5,0.564179104477612,0.564179104477612
9289-LBQVU,0.0,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,2.34,0.5164179104477612,0.5164179104477612
9290-SHCMB,0.0,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,3.23,0.7820895522388059,0.7820895522388059
9294-TDIPC,0.0,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,0.67,0.019402985074626858,0.017910447761194045
9297-EONCV,0.0,Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,3.04,0.727363184079602,0.7253731343283583
9297-FVVDH,0.0,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,2.82,0.6592039800995025,0.6597014925373134
9298-WGMRW,0.0,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,3.85,0.9676616915422885,0.9671641791044776
9300-AGZNL,1.0,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94,3.13,0.753731343283582,0.7522388059701492
9300-RENDD,1.0,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,2.66,0.6139303482587065,0.6119402985074628
9305-CDSKC,1.0,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,3.32,0.809950248756219,0.8089552238805969
9306-CPCBC,1.0,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,2.48,0.5572139303482587,0.5582089552238806
9308-ANMVE,0.0,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,1.84,0.3686567164179104,0.3671641791044776
9309-BZGNT,0.0,Male,1,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,0.99,0.11492537313432837,0.11343283582089551
9313-CDOGY,0.0,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,0.65,0.013432835820895536,0.011940298507462697
9313-QOLTZ,0.0,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,0.7,0.026368159203980085,0.026865671641791034
9314-IJWSQ,0.0,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,2.83,0.6621890547263681,0.6626865671641792
9314-QDMDW,0.0,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,2.04,0.42786069651741293,0.42686567164179107
9317-WZPGV,1.0,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,2.66,0.6119402985074627,0.6119402985074628
9318-NKNFC,1.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,0.63,0.005970149253731357,0.0059701492537313485
9323-HGFWY,0.0,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,3.4,0.8323383084577115,0.8328358208955223
9327-QSDED,0.0,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,1.45,0.25174129353233826,0.2507462686567164
9330-DHBFL,0.0,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,2.21,0.47761194029850745,0.47761194029850745
9330-IJWIO,1.0,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,3.34,0.8169154228855721,0.8149253731343283
9330-VOFSZ,0.0,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,3.69,0.9208955223880597,0.9194029850746268
9332-GYWLO,0.0,Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,1.83,0.364179104477612,0.364179104477612
9334-GWGOW,0.0,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,485.25,2.49,0.56318407960199,0.5611940298507464
9337-SRRNI,0.0,Male,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,0.84,0.07014925373134329,0.06865671641791044
9339-FIIJL,0.0,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,2.86,0.6736318407960199,0.6716417910447761
9342-VNIMQ,0.0,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,1.82,0.36218905472636814,0.3611940298507462
9347-AERRL,0.0,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,0.64,0.010447761194029858,0.008955223880597022
9348-ROUAI,0.0,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,3.01,0.7169154228855721,0.7164179104477612
9348-YVOMK,0.0,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,1.49,0.2641791044776119,0.2626865671641791
9350-VLHMB,0.0,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,6373.1,2.98,0.7094527363184079,0.7074626865671642
9350-ZXYJC,0.0,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,116.95,0.84,0.07014925373134329,0.06865671641791044
9351-HXDMR,0.0,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.9,8240.85,3.7,0.9218905472636817,0.9223880597014926
9351-LZYGF,0.0,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,2.21,0.47910447761194036,0.47761194029850745
9355-NPPFS,0.0,Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,2.63,0.6024875621890547,0.6029850746268657
9356-AXGMP,0.0,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.7,4428.6,3.69,0.9199004975124379,0.9194029850746268
9357-UJRUN,0.0,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,1.94,0.3990049751243781,0.3970149253731343
9359-JANWS,0.0,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,1.96,0.4044776119402985,0.40298507462686567
9359-UGBTK,0.0,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,2.41,0.5383084577114428,0.537313432835821
9360-AHGNL,1.0,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,3.65,0.9084577114427861,0.9074626865671641
9360-OMDZZ,0.0,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,3.14,0.7547263681592039,0.755223880597015
9361-YNQWJ,0.0,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.4,1601.2,0.81,0.061194029850746255,0.05970149253731345
9362-MWODR,0.0,Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,2.14,0.45621890547263677,0.4567164179104478
9364-HVJRK,,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,1.5,0.2676616915422885,0.2656716417910448
9364-YKUVW,0.0,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,309.4,0.66,0.01542288557213931,0.014925373134328372
9365-CSLBQ,0.0,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,0.81,0.06069651741293534,0.05970149253731345
9365-SRSZE,0.0,Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,2.35,0.5203980099502488,0.5194029850746269
9366-PGOCJ,,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,1.82,0.36218905472636814,0.3611940298507462
9367-OIUXP,0.0,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,0.69,0.024378109452736312,0.02388059701492536
9367-TCUYN,0.0,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.1,223.6,0.67,0.01840796019900499,0.017910447761194045
9367-WXLCH,1.0,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,2.82,0.6592039800995025,0.6597014925373134
9369-XFEHK,1.0,Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,2.69,0.6203980099502487,0.6208955223880597
9371-BITHB,0.0,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1070.5,0.66,0.01592039800995026,0.014925373134328372
9371-CLMGW,,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,2.98,0.7069651741293532,0.7074626865671642
9372-TXXPS,0.0,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,2.0,0.4139303482587065,0.41492537313432837
9373-WSLOY,0.0,Male,1,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,1750.85,1.67,0.31592039800995025,0.3164179104477612
9374-YOLBJ,0.0,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,0.64,0.009950248756218905,0.008955223880597022
9375-MHRRS,0.0,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,288.35,1.67,0.3164179104477612,0.3164179104477612
9378-FXTIZ,1.0,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,2.34,0.5164179104477612,0.5164179104477612
9381-NDKME,1.0,Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,1.36,0.22288557213930346,0.2238805970149254
9385-EHGDO,0.0,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,0.66,0.01592039800995026,0.014925373134328372
9385-NXKDA,0.0,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,2.76,0.6407960199004976,0.6417910447761194
9386-LDCZR,0.0,Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),90.65,3882.3,3.02,0.7203980099502488,0.7194029850746269
9388-ZEYVT,0.0,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,44.15,1931.3,1.47,0.2577114427860696,0.25671641791044775
9389-ACWBI,0.0,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,2.33,0.5144278606965175,0.5134328358208956
9391-DXGGG,0.0,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,2.97,0.7054726368159204,0.7044776119402986
9391-EOYLI,1.0,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,2.68,0.618905472636816,0.6179104477611941
9391-LMANN,0.0,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,3.2,0.7731343283582089,0.773134328358209
9391-TTOYH,0.0,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,0.65,0.012437810945273632,0.011940298507462697
9391-YZEJW,0.0,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,5757.2,3.13,0.753731343283582,0.7522388059701492
9392-XBGTD,0.0,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,0.69,0.02338308457711444,0.02388059701492536
9395-RFMFG,,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,1.81,0.3597014925373134,0.35820895522388063
9396-ZSFLL,0.0,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.85,631.4,1.63,0.30447761194029854,0.3044776119402985
9397-TZSHA,0.0,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,0.82,0.06318407960199006,0.06268656716417909
9398-MMQTO,0.0,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,2.48,0.5592039800995026,0.5582089552238806
9399-APLBT,1.0,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,2.49,0.5616915422885572,0.5611940298507464
9402-CXWPL,0.0,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,98.9,6838.6,3.3,0.8024875621890548,0.8029850746268656
9402-ORRAH,0.0,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,3.05,0.7288557213930348,0.7283582089552239
9402-ROUMJ,0.0,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689,3.34,0.8159203980099502,0.8149253731343283
9405-GPBBG,0.0,Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,3.68,0.917910447761194,0.9164179104477612
9408-HRXRK,0.0,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,3.51,0.864676616915423,0.8656716417910447
9408-SSNVZ,1.0,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,2.34,0.5164179104477612,0.5164179104477612
9411-TPQQV,0.0,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,1.82,0.3611940298507462,0.3611940298507462
9412-ARGBX,1.0,Female,0,No,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,3.18,0.7686567164179104,0.7671641791044777
9412-GHEEC,1.0,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,3.49,0.8611940298507462,0.8597014925373135
9415-DPEWS,1.0,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,1639.3,2.94,0.6975124378109452,0.6955223880597015
9415-TPKRV,0.0,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,1.86,0.373134328358209,0.3731343283582089
9415-ZNBSX,0.0,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.0,6293.2,2.97,0.7039800995024875,0.7044776119402986
9418-RUKPH,0.0,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,0.66,0.016915422885572132,0.014925373134328372
9419-IPPBE,0.0,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,3.01,0.7154228855721394,0.7164179104477612
9420-LOJKX,1.0,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,3.3,0.8044776119402984,0.8029850746268656
9424-CMPOG,0.0,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,197.4,0.65,0.013432835820895536,0.011940298507462697
9426-SXNHE,0.0,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.75,53.15,0.62,0.004975124378109453,0.0029850746268656743
9430-FRQOC,1.0,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,2.9,0.6850746268656716,0.6835820895522388
9430-NKQLY,0.0,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,0.84,0.06815920398009952,0.06865671641791044
9432-RUVSL,0.0,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.5,4904.25,3.42,0.8383084577114428,0.8388059701492537
9432-VOFYX,0.0,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.8,1207,2.36,0.5228855721393034,0.5223880597014925
9435-JMLSX,0.0,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,2.87,0.6751243781094527,0.6746268656716419
9436-ZBZCT,1.0,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,3.0,0.7134328358208956,0.7134328358208956
9441-QHEVC,0.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0.64,0.008457711442786084,0.008955223880597022
9442-JTWDL,0.0,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,0.67,0.017910447761194038,0.017910447761194045
9443-JUBUO,0.0,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,2.17,0.46766169154228854,0.46567164179104475
